"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME106102",NA,572,4210000,935,198000,NA,563,NA,NA,37900,1020,6840,NA,2160,14200,1860,7040,24200,1300,92300,NA,NA,1090,45100,6560,1450,646,NA,592,683,1260,418000,17400,7340,3040,NA,NA,406,706,4220,1130,3460,NA,36700,739
"ME106103",8750000,862000,41100000,4410000,1.5e+07,458000,4120000,62800,129000,19800000,1210000,7100000,6180000,4810000,3250000,1780000,1690000,40100000,8030000,3540000,1690000,1140000,265000,987000,11900000,21700000,1430000,897000,14900000,3280000,9670000,989000,7160000,16900000,5660000,17300000,1800000,162000,220000,1550000,759000,5520000,786000,16100000,4030000
"ME106104",129000,114000,341000,568000,3e+05,396000,376000,314000,135000,2.4e+07,291000,213000,91700,197000,429000,309000,284000,653000,169000,10400000,347000,207000,743000,539000,2.1e+07,76400,328000,333000,331000,181000,165000,376000,418000,138000,739000,202000,395000,3410000,161000,22400000,222000,93600,126000,153000,80400
"ME106105",129000,286000,363000,568000,1030000,396000,376000,606000,135000,3190000,291000,213000,91700,197000,581000,309000,284000,475000,169000,1220000,347000,207000,1470000,539000,5370000,76400,328000,334000,4880000,346000,165000,560000,418000,138000,290000,202000,395000,807000,161000,6370000,222000,93600,522000,153000,108000
"ME106106",938,3350,2010,4580,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780,NA,NA,NA,NA,NA,NA,NA,1750,1120,NA,NA,5540,NA,NA,NA,NA,NA,169000,2220000,81600,NA,580000,12500000,1350,317000,NA,6e+05,NA,256000,NA,3740
"ME106107",392000,135000,1090000,658000,313000,332000,536000,11200,160000,1810000,96300,5450,144000,259000,352000,388000,401000,581000,746000,275000,1010000,227000,272000,197000,564000,211000,5590,68700,733000,46500,344000,376000,3830000,2330000,522000,6040000,892000,444000,284000,929000,28200,958000,121000,605000,705000
"ME106108",512000,929000,1780000,8840000,595000,678000,4420000,584000,483000,8240000,11200000,882000,2150000,4820000,686000,1.8e+07,1590000,5710000,8080000,504000,1420000,6220000,818000,2600000,3820000,7840000,1150000,783000,6160000,374000,1840000,1930000,1590000,8360000,897000,5800000,31700000,1310000,1430000,5840000,4630000,2100000,1420000,1180000,653000
"ME106109",691000,1520000,1700000,98000,1e+06,1240000,1e+06,1730000,1480000,1360000,1530000,1390000,1080000,999000,1720000,1e+06,1020000,1110000,540000,902000,1500000,790000,890000,1430000,915000,940000,1020000,621000,736000,13800000,1020000,461000,15400000,817000,532000,1130000,1180000,1160000,1480000,1170000,687000,1010000,1420000,881000,11800000
"ME106110",4750,3720,13900000,116000,29000,10900,310000,1190,4000,13000,9210,11900,77800,47700,67000,35000,26600,11900,197000,10100,24800,31400,15600,30900,1300000,79700,23700,102000,33400,87100,672000,176000,130000,11600,6920,72600,40300,309000,1730,17800,24000,418000,14200,14400,216000
"ME106111",107000,79100,3950000,3110000,110000,121000,1e+06,302000,45000,340000,2390000,575000,137000,1800000,48100,4670000,1280000,1190000,432000,147000,56900000,1630000,26600,1470000,1290000,1210000,174000,143000,4780000,42400,276000,147000,269000,1700000,263000,113000,7990000,2370000,726000,2410000,281000,234000,34700,447000,89100
"ME106112",73600000,2.27e+08,3.37e+08,4.63e+08,2.88e+08,1.2e+08,3.65e+08,2.7e+08,1.26e+08,5.5e+08,3.49e+08,4.39e+08,1.6e+08,6.3e+08,1.18e+08,2.38e+08,3.14e+08,4.44e+08,3.58e+08,2.44e+08,2.76e+08,4.52e+08,4.15e+08,1.46e+08,4.33e+08,1.9e+09,3.07e+08,1.52e+08,3.17e+08,1.42e+08,90300000,2.93e+08,3.69e+08,3.39e+08,2.55e+08,2.34e+08,5.66e+08,2.6e+08,2.11e+08,5.89e+08,2.04e+08,4.68e+08,1.47e+08,5.22e+08,1.53e+08
"ME106113",64300000,2.04e+08,1.82e+08,4.22e+08,2.6e+08,1.1e+08,3.19e+08,2.49e+08,1.16e+08,4.94e+08,3e+08,3.99e+08,1.48e+08,6.21e+08,1.1e+08,1.04e+08,2.76e+08,4.13e+08,3.27e+08,2.23e+08,2.45e+08,4.41e+08,3.63e+08,1.34e+08,4.43e+08,1.85e+09,1.44e+08,1.34e+08,1.43e+08,1.32e+08,78100000,2.86e+08,3.36e+08,3.01e+08,2.21e+08,2.02e+08,5.09e+08,2.56e+08,2.03e+08,5.77e+08,1.85e+08,4.25e+08,70400000,2.82e+08,1.49e+08
"ME106114",1040,654,2160,1710,3770,740,531,782,484,12200,7910,NA,NA,1190,620,997,6850,9860,2010,495,653,1090,570,643,941,2840,2320,952,3600000,796,1420,4810,1900,1450,823,4860,36100,1100,551,1550,1180000,1880,NA,804,815
"ME106115",5160000,1940000,3460000,2100000,1920000,372000,229000,335000,2e+05,6590000,1360000,343000,1090000,2230000,219000,2800000,1160000,10400000,2050000,1040000,680000,1360000,420000,379000,947000,2930000,796000,1160000,3530000,130000,3260000,1390000,1610000,1650000,1040000,441000,1160000,5240000,214000,1080000,1300000,1180000,370000,1250000,634000
"ME106116",NA,18700000,27900000,40900000,15300000,NA,12200,6700,2930,42200000,NA,6240,3860,20900000,5940,10800,8670,733,21100000,NA,NA,9520,NA,NA,4540,166000,12100,6620,24100000,NA,3480,50800,20800000,NA,3550,4480,NA,5290,NA,NA,NA,7040,NA,29600,2380
"ME106117",10100,61600,345000,595000,119000,7820,277000,78900,10300,205000,467000,525000,51200,475000,12200,25100,4730000,1590000,132000,44900,76600,335000,236000,96600,18100000,1100000,138000,35300,59700,2020,172000,380000,944000,1070000,67100,237000,341000,229000,62900,763000,238000,451000,147000,164000,301000
"ME106118",4290000,2120000,20800000,3.3e+07,10400000,7200000,8740000,898000,1350000,24400000,8730000,2500000,22100000,5530000,374000,19800000,8080000,27900000,17800000,12600000,9720000,18700000,3110000,9860000,9010000,5060000,4980000,8780000,22600000,702000,10600000,17700000,24900000,15900000,12900000,18200000,26600000,3900000,1470000,1.5e+07,10100000,10400000,7190000,8610000,992000
"ME106119",309000,295000,480000,489000,294000,45000,329000,504000,77200,9100000,89700,247000,312000,421000,2370000,466000,83300,1150000,151000,738000,93500,145000,221000,101000,290000,1090000,267000,177000,350000,758000,269000,270000,520000,253000,347000,797000,206000,378000,11600000,79200,119000,922000,85200,933000,7520000
"ME106120",260000,11300,417000,525000,40900,311000,191000,31700,5300,295000,232000,75600,9280000,132000,5160,391000,757000,573000,1850000,157000,238000,4710000,22800,1660000,322000,304000,89200,482000,10800000,16900,715000,9020000,140000,672000,88800,625000,605000,111000,89100,242000,412000,226000,152000,306000,40500
"ME106121",187000,559000,6170000,250000,399000,5620,142000,191000,1880,186000,58400,27900,109000,99200,86700,187000,95500,91500,48600,680000,33900,22200,142000,31600,518000,73500,20700,21000,197000,119000,388000,153000,961000,3550000,350000,560000,379000,355000,302000,717000,663000,1480000,152000,706000,480000
"ME106122",1.35e+08,39300000,2.67e+08,7.4e+07,68200000,42400000,45200000,63800000,29900000,1.76e+08,65200000,40500000,3.27e+08,54400000,31200000,1.24e+08,93500000,2.39e+08,59400000,85300000,46400000,1.11e+08,6.2e+07,79800000,1.02e+08,43100000,3.9e+07,63300000,2.55e+08,33100000,79200000,1.87e+08,1.42e+08,68300000,95500000,1.98e+08,1.3e+08,95300000,33900000,1.23e+08,77700000,1.04e+08,42300000,61400000,44700000
"ME106123",2640,51300,81000,110000,90100,22200,265000,27000,30100,10500000,16000,60100,146000,30500,7050000,33300,52100,77400,103000,83200,31800,102000,14800,59600,10100000,51000,103000,74200,59900,1490000,1310000,60900,26400000,18100000,1220000,1150000,13700000,2930000,3640000,15400000,5130000,17300000,135000,21900000,11900000
"ME106124",42600,108000,101000,657000,158000,19200,152000,24000,37000,143000,191000,45400,93300,55600,12700,298000,195000,303000,418000,48100,76100,237000,59000,15300,254000,118000,79700,91500,596000,14600,15500,8180000,151000,452000,77300,26500,157000,56400,14100,79800,95200,53900,84900,205000,49800
"ME106125",44000,48300,47800,279000,45700,61800,118000,10900,43300,13300,77000,18000,370000,12400,43100,66900,213000,655000,825000,46900,4930,386000,73600,83900,425000,318000,212000,15000,67800,22500,25400,22500,1370000,43500,60800,265000,1500000,223000,23500,91500,182000,297000,9660,63600,78000
"ME106126",217000,295000,356000,48700,1080000,3140,5700,373000,NA,673000,39800,565000,36800,54200,54200,5e+05,174000,11800000,97100,12700,8200000,9920000,376000,108000,166000,294000,16100,93700,477000,55500,29000,33100,370000,4670000,911000,8890000,8550,1810000,4960,199000,148000,1170000,11600,205000,159000
"ME106127",2220000,2010000,1770000,1910000,2030000,2790000,2200000,2e+06,1930000,2010000,2220000,2060000,1890000,1910000,1890000,1760000,3400000,3110000,2180000,2010000,2150000,3100000,2240000,1980000,3430000,1860000,2110000,2050000,1880000,2010000,2050000,3330000,1890000,3410000,2160000,3370000,2180000,2330000,2080000,2020000,2090000,2100000,1980000,1950000,2130000
"ME106128",543000,528000,2620000,1030000,563000,164000,5940000,1020000,115000,1.2e+07,159000,262000,2760000,210000,223000,1410000,1500000,3270000,1300000,368000,531000,5810000,4e+05,488000,558000,1110000,4990000,516000,11800000,259000,1600000,14600000,1050000,950000,194000,1180000,21700000,497000,195000,5310000,1520000,8540000,290000,867000,667000
"ME106129",303000,374000,1e+06,1920000,176000,366000,1900000,450000,1440000,3270000,1520000,455000,2400000,832000,362000,804000,1640000,1630000,1.3e+07,629000,8860000,21900000,672000,2590000,325000,3020000,1560000,1260000,2010000,185000,7760000,5700000,2490000,8370000,781000,2280000,7790000,1590000,56000,277000,1500000,1880000,662000,603000,140000
"ME106130",19000,11700,18900,15200,16400000,6390,7410,11700000,4340,30400000,16500,1860,8130,221000,9650,2930,752000,730000,73200,2980000,7330,11100,31300000,587000,7610000,50900,695000,6200,80400,16100,9840,6590,41500,7280,15600000,915,27000,23200000,4390,8900000,4910,524000,4110,19400,59200
"ME106131",788,2280,12000,1440,2000,NA,963,897,2050,22300,1230,NA,12100,2210,NA,1190,2370,1780,2030,1300,905,42900,11900,774,14600,23600,2360,807,4830000,564,730,2000,770,17300,4840,4510,18200,1700,NA,17800,2220000,11600,NA,2640,839
"ME106132",1150000,2110000,2640000,9240000,1170000,586000,652000,1270000,383000,13500000,2910000,3510000,744000,7860000,604000,2080000,9710000,3390000,10500000,2210000,5020000,7e+06,2110000,127000,2730000,10300000,2590000,1090000,6180000,409000,940000,5790000,5630000,10400000,2010000,4920000,4820000,4470000,858000,7550000,1340000,12900000,762000,13200000,1840000
"ME106133",1150000,2120000,9210000,5930000,5150000,586000,652000,1270000,383000,6960000,9010000,2250000,744000,3340000,604000,8170000,3360000,1.5e+07,4070000,7040000,1850000,1850000,2120000,127000,8830000,1830000,6730000,1090000,3010000,409000,940000,1900000,2780000,6510000,7460000,1670000,588000,2230000,858000,5130000,5910000,6960000,762000,1.3e+07,4570000
"ME106134",12700,24800,14900,94900,46700,8340000,102000,31400,16700000,62700,26400,29300,7110,21800,5740,72900,15700,16500,36200,13700,22400000,19700,7590,6580,3950,25300000,18100000,18400,10900,12500,27300000,4730,29500,40000,65500,8160,41600,2900,9260,28200,38700,5360,7560,30900,8790
"ME106135",1030000,716000,2520000,2270000,349000,192000,1300000,NA,280000,1880000,11500000,319000,1780000,514000,1170000,12800000,471000,3700000,2130000,1590000,1170000,14800000,3260,548000,1080000,466000,1810000,822000,1650000,820000,1760000,169000,3020000,2710000,1280000,1190000,1850000,3610,235000,1670000,1130000,2220000,911000,1300000,1250000
"ME106136",566000,142000,3670000,360000,711000,96300,94000,587000,163000,811000,4330000,149000,1960000,334000,175000,265000,1150000,6050000,1350000,399000,260000,378000,631000,203000,292000,576000,53100,559000,435000,194000,1230000,1340000,2850000,4310000,251000,1080000,748000,13600000,703000,958000,1070000,3820000,50400,539000,1150000
"ME106137",566000,142000,2370000,360000,710000,96300,97500,585000,163000,811000,2310000,149000,3340000,334000,175000,265000,1150000,5410000,1340000,399000,260000,378000,630000,203000,292000,576000,53100,557000,435000,194000,1230000,1340000,2050000,1750000,251000,1080000,748000,1660000,703000,958000,1070000,1770000,50400,539000,1150000
"ME106138",67200,20100,444000,265000,7660,962,8e+05,93700,778000,108000,511000,228000,249000,113000,144000,28800,245000,316000,319000,47700,17600,68800,134000,87700,70500,674000,39700,71000,60900,213000,319000,873000,333000,449000,33500,343000,191000,404000,213000,125000,433000,352000,3940,5050000,231000
"ME106139",110000,598000,12800000,5.5e+07,19000,27200,9320000,633000,3870000,695000,567000,577000,169000,640000,712000,1130000,984000,749000,49600000,217000,774000,11100000,15600000,13600000,6650000,2780000,276000,367000,415000,709000,8470000,839000,559000,3.7e+07,267000,709000,23300000,2460000,9780000,6650000,501000,230000,171000,201000,9130000
"ME106140",6380000,456000,2190000,2240000,956000,313000,1170000,474000,159000,1980000,10200000,619000,836000,1550000,545000,11100000,11300000,5020000,1920000,1170000,10100000,1500000,427000,565000,1040000,34900000,1140000,7e+05,7560000,1430000,2120000,7980000,721000,1010000,479000,798000,664000,1460000,813000,2300000,1550000,4180000,659000,6710000,670000
"ME106141",34700000,21600000,52100000,89800000,35100000,12800000,33400000,14600000,16100000,54700000,35100000,20700000,22100000,34600000,11500000,1.41e+08,33100000,59500000,6.3e+07,2.5e+07,25400000,51700000,17300000,1.4e+07,32300000,64300000,30900000,18300000,41100000,11400000,51800000,30400000,55900000,5.9e+07,30700000,21500000,63600000,17400000,17400000,49800000,16600000,50200000,17800000,35400000,13700000
"ME106142",75500,1060000,1.4e+07,8920000,749000,41000,1460000,121000,1740000,69200,191000,304000,259000,79500,3050,210000,7840000,11700000,1220000,818000,577000,8980000,1200000,2640000,101000,760000,1300000,485000,933000,473000,81000,175000,11400000,840000,329000,504000,409000,148000,1490000,168000,28900,830000,105000,7900,30200
"ME106143",263000,188000,9690000,1470000,402000,215000,927000,417000,861000,162000,107000,113000,363000,845000,23600,555000,1500000,1350000,3880000,886000,486000,1480000,622000,913000,2720000,1350000,550000,334000,154000,85500,336000,1070000,964000,624000,218000,201000,212000,20200,916000,505000,522000,663000,22300,1090000,65500
"ME106144",263000,146000,1670000,470000,7990000,91900,506000,95600,163000,162000,92000,310000,363000,845000,8570,383000,160000,996000,352000,295000,359000,692000,58500,371000,421000,543000,417000,334000,136000,13400,336000,1070000,731000,624000,218000,47800,154000,35000,563000,505000,522000,406000,156000,1090000,63600
"ME106145",187000,119000,136000,234000,137000,43100,2180000,76300,37900,403000,221000,78700,397000,197000,109000,17500000,11800000,248000,80900,295000,20000,778000,96700,35500,353000,770000,167000,9260,3670000,99300,190000,12900000,66200,970000,288000,2960,232000,2610000,117000,179000,436000,604000,4850,866000,419000
"ME106146",187000,119000,136000,234000,137000,43100,2180000,76300,37900,403000,221000,85500,397000,197000,109000,7250000,2140000,248000,80900,295000,20000,778000,96700,35500,353000,770000,167000,9260,11300000,99300,190000,3060000,66200,970000,288000,2960,232000,2610000,117000,179000,436000,604000,4850,866000,419000
"ME106147",49500,61400,6800,141000,46000,2750,10100,500,2740,164000,113000,4420,53800,291000,1030,180000,53500,8830,41200,64400,13600,48200,8540,67900,141000,927000,17000,71700,240000,3230,93800,2790000,3830,6380,83600,9090,19800,7580,42800,7410,59000,19700,3980,90500,3640
"ME106148",435000,19500000,16100000,1470000,619000,361000,707000,201000,719000,1510000,762000,550000,5e+05,13100000,131000,932000,945000,2320000,1290000,760000,595000,1360000,2e+05,276000,1660000,975000,375000,574000,549000,45400,1260000,1410000,1040000,1160000,552000,1240000,840000,639000,201000,872000,828000,540000,311000,1350000,294000
"ME106149",349000,378000,726000,1710000,303000,464000,220000,241000,83100,929000,450000,234000,239000,1150000,44800,910000,688000,768000,1670000,493000,359000,229000,348000,208000,16200000,2430000,498000,161000,575000,217000,445000,545000,785000,1300000,439000,577000,537000,230000,135000,1300000,408000,241000,130000,1150000,252000
"ME106150",317000,965000,2520000,2270000,945000,360000,1010000,339000,301000,1490000,867000,429000,599000,1160000,249000,1340000,937000,2490000,1840000,823000,871000,1480000,388000,458000,985000,1590000,819000,510000,943000,316000,543000,811000,1450000,1680000,937000,745000,1750000,489000,357000,1470000,771000,1100000,514000,761000,405000
"ME106151",13500000,13200000,1.4e+07,1.4e+07,12900000,13100000,13500000,12300000,12700000,13900000,13300000,1.3e+07,15200000,13400000,13100000,13100000,13500000,15600000,14500000,12200000,13500000,15400000,13500000,13100000,13200000,12400000,13100000,14700000,14200000,12300000,12200000,16100000,13100000,14200000,14200000,13700000,13600000,13200000,13500000,13100000,12500000,12900000,12300000,12100000,12600000
"ME106152",NA,1500,2000,1420,1240,NA,77500,NA,NA,977,NA,NA,NA,NA,2160,1030,NA,NA,8870,NA,NA,4190,16800,NA,1430,1540,22800,4720,NA,869,NA,NA,NA,NA,NA,2540,1170,NA,1240,1630,1280,1870000,721,30500,NA
"ME106153",NA,NA,3680000,NA,NA,NA,15400,NA,NA,1380,NA,14500,NA,NA,NA,NA,NA,1500,1260,NA,NA,NA,NA,NA,9520,2670,699,NA,NA,NA,1070,NA,NA,NA,NA,915,NA,NA,NA,1070,NA,NA,686,NA,NA
"ME106154",3760,1590,6640,129000,15000,4450,6920,4920,1380,77000,30200,4000,6170,20100,5610,4750,46200,43200,18000,2640,3210,20100,24000,1500,96100,45800,15400,10500,15300,14900,9190,26500,188000,2010000,116000,50100,108000,19200,12100,460000,14000,105000,106000,221000,3790
"ME106155",10800000,5700000,42400000,29200000,15400000,9540000,4860000,7430000,1320000,32800000,13900000,1680000,48200000,2260000,831000,29800000,3420000,46600000,20300000,19700000,15300000,3.6e+07,4010000,21500000,14300000,705000,7170000,21900000,53100000,1650000,18500000,34700000,33100000,2960000,24400000,30800000,26600000,14600000,2350000,23300000,15800000,13900000,1.2e+07,12500000,1650000
"ME106156",451000,159000,3430000,1890000,125000,196000,596000,731000,337000,2340000,668000,225000,3530000,1190000,44300,105000,969000,4760000,422000,126000,263000,4460000,716000,2700000,1500000,1730000,202000,214000,2430000,25000,1600000,1290000,1230000,1.8e+07,458000,750000,3090000,2400000,419000,1150000,1030000,493000,202000,671000,141000
"ME106157",663000,7830000,5960000,32500000,911000,656000,1510000,1190000,624000,4860000,1650000,104000,969000,3490000,1770000,1270000,1320000,12200000,2190000,431000,757000,10500000,625000,664000,2970000,1790000,366000,1140000,1130000,835000,847000,899000,951000,2640000,277000,1740000,1160000,537000,713000,1580000,768000,864000,684000,1260000,790000
"ME106158",6950,688000,264000,461000,346000,41800,319000,23700,14900,14100,859000,33300,5890,71700,3230,544000,352000,17400000,1e+06,172000,108000,79000,34900,917000,7960000,74500,49700,54600,162000,32900,21600,50400,459000,258000,234000,12400,476000,54700,109000,358000,1030000,175000,153000,21500,31800
"ME106159",1040000,18300000,28900000,745000,1190000,975000,978000,631000,1230000,124000,1290000,956000,229000,37800000,279000,558000,2840000,2480000,624000,730000,543000,11400000,343000,1310000,14300000,1190000,711000,748000,104000,101000,1.2e+07,18800000,1060000,731000,1300000,1530000,220000,14800000,355000,663000,1420000,370000,133000,355000,847000
"ME106160",18100000,19100000,29500000,37700000,2500000,1740000,23900000,5610000,8870000,31500000,4730000,12800000,24100000,22900000,5720000,7680000,27500000,17800000,31900000,23300000,2710000,3.9e+07,13100000,11500000,21900000,32200000,17100000,17700000,32300000,10700000,14600000,25400000,21800000,25400000,2.5e+07,2920000,34700000,15200000,16700000,20600000,19100000,33600000,13300000,23600000,18500000
"ME106161",1290000,459000,3700000,4960000,21100000,11300000,2760000,14800,798000,1950000,23600000,1880000,574000,3820000,104000,44300000,2690000,4020000,4820000,1830000,2.4e+07,1900000,190000,1340000,4650000,5850000,2870000,688000,1430000,183000,1210000,2850000,3780000,1270000,3e+06,26400000,5630000,231000,492000,3070000,1810000,5010000,542000,698000,151000
"ME106162",8280,154000,155000,832000,104000,72400,74000,9190,50700,728000,134000,149000,318000,607000,17200,159000,381000,2.38e+08,643000,1640000,2720000,610000,93000,47900,392000,1740000,486000,78800,180000,11700,42400,157000,258000,710000,804000,974000,537000,37600,23100,587000,60900,795000,30100,1040000,65800
"ME106163",436000,17900,1640000,188000,820000,7220,9480,201000,207000,1350000,2500000,22800,476000,2070000,2700000,1920000,8120,52400,1570000,45700,258000,373000,238000,232000,862000,4770000,15200,1530000,27100000,849000,448000,10400,2090000,161000,873000,92100,9140,215000,260000,743000,630000,449000,26000,2110000,762000
"ME106164",9760000,4110000,26900000,48400000,19800000,10900000,15600000,540000,4290000,18700000,1.6e+07,3840000,9060000,12800000,424000,51100000,9090000,28400000,26200000,22600000,12200000,26400000,3840000,20500000,17100000,1.2e+07,13500000,10900000,1.2e+07,852000,1.3e+07,18700000,23900000,18400000,22300000,10700000,33800000,1490000,6810000,20200000,11600000,15800000,11600000,1.3e+07,1010000
"ME106165",606,NA,4500,1390,NA,NA,NA,NA,NA,1570,NA,NA,NA,1320,NA,1000,NA,1600,1040,NA,842,992,NA,NA,NA,2480,NA,NA,5690000,NA,NA,NA,NA,NA,NA,916,1660,NA,NA,1020,209000,NA,NA,NA,NA
"ME106166",80200,33300,54800000,103000,86100,12900,475000,1910,11900,678000,12200,258000,53800,81700,115000,104000,40200,2090000,476000,6770,328000,90700,20600,119000,422000,263000,25100,28500,37600,38200,149000,137000,377000,605000,9910,431000,177000,6470,40400,70400,29200,116000,12800,41200,54100
"ME106167",45200,30800,17100,9780,33600,2860,85700,1340,14900,23100,98200,9600,17700,1260000,19300,150000,319000,31800,36200,418000,3560,152000,NA,5180,16000,17100000,4770,3580,338000,27800,90500,869000,83200,71000,22200,34200,180000,1490,19000,37600,24500,267000,23100,1070000,102000
"ME106168",138000,54000,626000,367000,59300,88800,3440000,1250000,31700,1.1e+07,39700,10500,15400,22400,840000,160000,54000,567000,190000,42900,320000,88700,186000,28600,76700,3820000,73400,75900,65600,121000,17600,326000,33400,58500,51900,11800000,72500,924000,28100,1090000,49400,129000,6760,71700,225000
