"","metabolite_name","metabolite_id","refmet_name"
"ME105328","Mescaline_3","ME105328","Mescaline"
"ME105329","Metaxalone_1","ME105329","Metaxalone"
"ME105330","Metaxalone_2","ME105330","Metaxalone"
"ME105331","Metazachlor","ME105331","Metazachlor"
"ME105332","Meteloidine","ME105332",""
"ME105333","Methamphetamine","ME105333","Methamphetamine"
"ME105334","Methasulfocarb","ME105334",""
"ME105335","Methohexital","ME105335","Methohexital"
"ME105336","Methyl 2-diazoacetamidohexonate","ME105336","Methyl 2-diazoacetamidohexonate"
"ME105337","METHYL BETA-D-GALACTOSIDE","ME105337","Methyl beta-D-galactoside"
"ME105340","Methyldopa anhydrous_1","ME105340","Methyldopa"
"ME105341","Methyldopa anhydrous_2","ME105341","Methyldopa"
"ME105342","Methyldopa anhydrous_3","ME105342","Methyldopa"
"ME105343","Methyleugenol_1","ME105343","Methyleugenol"
"ME105344","Methyleugenol_2","ME105344","Methyleugenol"
"ME105338","Methyl farnesoate_1","ME105338",""
"ME105339","Methyl farnesoate_2","ME105339",""
"ME105345","METHYLMALONATE","ME105345","Methylmalonic acid"
"ME105346","Methylripariochromene A","ME105346","Methylripariochromene A"
"ME105347","Methyltrienolone","ME105347","17beta-Hydroxy-17-methylestra-4,9,11-trien-3-one"
"ME105348","Metipranolol","ME105348","Metipranolol"
"ME105349","Metoprolol","ME105349","Metoprolol"
"ME105350","Metronidazole","ME105350","Metronidazole"
"ME105351","Mexiletine","ME105351","Mexiletine"
"ME105352","Midazolam_1","ME105352","Midazolam"
"ME105353","Midazolam_2","ME105353","Midazolam"
"ME105354","Midodrine_1","ME105354","Midodrine"
"ME105355","Midodrine_2","ME105355","Midodrine"
"ME105356","Miotine_1","ME105356","Miotine"
"ME105357","Miotine_2","ME105357","Miotine"
"ME105358","Miraxanthin-II","ME105358","Miraxanthin-II"
"ME105359","Montanin A","ME105359","Montanin A"
"ME105360","Monuron","ME105360","Monuron"
"ME105361","MTIC","ME105361","MTIC"
"ME105362","Mukaadial","ME105362","Mukaadial"
"ME105363","MYO-INOSITOL","ME105363","Myo-inositol"
"ME105364","Myriocin_1","ME105364","Myriocin"
"ME105365","Myriocin_2","ME105365","Myriocin"
"ME105366","Myristoleic acid_1","ME105366","Myristoleic acid"
"ME105367","Myristoleic acid_2","ME105367","Myristoleic acid"
"ME105388","N1-Acetylspermidine_1","ME105388","N1-Acetylspermidine"
"ME105389","N1-Acetylspermidine_2","ME105389","N1-Acetylspermidine"
"ME105390","N1-Acetyl-tabtoxinine-beta-lactam","ME105390",""
"ME105391","N1-Methyl-2-pyridone-5-carboxamide","ME105391","N1-Methyl-2-pyridone-5-carboxamide"
"ME105387","N1,N12-Diacetylspermine","ME105387","N1,N12-Diacetylspermine"
"ME105392","N2'-Acetylgentamicin C1a","ME105392",""
"ME105393","N2-Acetyl-L-aminoadipate_1","ME105393","N-Acetyl-2-aminoadipic acid"
"ME105394","N2-Acetyl-L-aminoadipate_2","ME105394","N-Acetyl-2-aminoadipic acid"
"ME105395","N2-Acetyl-L-aminoadipate_3","ME105395","N-Acetyl-2-aminoadipic acid"
"ME105396","N2-Acetyl-L-aminoadipate_4","ME105396","N-Acetyl-2-aminoadipic acid"
"ME105397","N2-Acetyl-L-aminoadipate_5","ME105397","N-Acetyl-2-aminoadipic acid"
"ME105398","N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine","ME105398",""
"ME105370","N-(2-Methoxyphenyl)-N'-(2-naphtyl)urea","ME105370",""
"ME105371","N-(3-Oxododecanoyl)homoserine lactone","ME105371",""
"ME105372","N-(3-Oxohexanoyl)homoserine lactone","ME105372","N-(3-Oxo-hexanoyl)-homoserine lactone"
"ME105373","N-(3-Oxooctanoyl)homoserine lactone","ME105373","N-(3-Oxo-octanoyl)-homoserine lactone"
"ME105400","N6-Acetyl-N6-hydroxy-L-lysine","ME105400","N(6)-Acetyl-N(6)-hydroxy-lysine"
"ME105374","N-(6-Aminohexanoyl)-6-aminohexanoate_1","ME105374",""
"ME105375","N-(6-Aminohexanoyl)-6-aminohexanoate_2","ME105375",""
"ME105401","N6-Methyl-L-lysine_1","ME105401","N(6)-Methyllysine"
"ME105402","N6-Methyl-L-lysine_2","ME105402","N(6)-Methyllysine"
"ME105399","N6,N6-Dimethyladenosine","ME105399","N(6),N(6)-Dimethyladenosine"
"ME105403","N-Acetoxy-4-aminobiphenyl","ME105403",""
"ME105404","N-Acetylaspartylglutamate","ME105404","N-Acetyl-Asp-Glu"
"ME105405","N-Acetyl-D-fucosamine","ME105405","N-Acetyl-D-fucosamine"
"ME105406","N-ACETYL-D-GALACTOSAMINE","ME105406","N-Acetylgalactosamine"
"ME105407","N-Acetyl-D-glucosaminate","ME105407","N-acetyl-glucosaminic acid"
"ME105408","N-ACETYL-DL-GLUTAMIC ACID","ME105408","N-Acetylglutamic acid"
"ME105409","N-ACETYL-DL-SERINE","ME105409","N-Acetylserine"
"ME105410","N-Acetyl-D-tryptophan","ME105410","N-Acetyl-D-tryptophan"
"ME105411","N-ACETYL-L-ASPARTIC ACID","ME105411","N-Acetylaspartic acid"
"ME105412","N-Acetyl-L-citrulline","ME105412","N-Acetylcitrulline"
"ME105413","N-Acetyl-L-glutamate_1","ME105413","N-Acetylglutamic acid"
"ME105414","N-Acetyl-L-glutamate_2","ME105414","N-Acetylglutamic acid"
"ME105415","N-Acetyl-L-glutamate 5-semialdehyde_1","ME105415","N-Acetyl-glutamate 5-semialdehyde"
"ME105416","N-Acetyl-L-glutamate 5-semialdehyde_2","ME105416","N-Acetyl-glutamate 5-semialdehyde"
"ME105417","N-Acetyl-L-glutamate 5-semialdehyde_3","ME105417","N-Acetyl-glutamate 5-semialdehyde"
"ME105418","N-Acetyl-L-histidine_1","ME105418","N-Acetylhistidine"
"ME105419","N-Acetyl-L-histidine_2","ME105419","N-Acetylhistidine"
"ME105421","N-ACETYL-L-LEUCINE","ME105421","N-Acetylleucine"
"ME105420","N-Acetyl-L-leucine_1","ME105420","N-Acetylleucine"
"ME105422","N-Acetyl-L-leucine_2","ME105422","N-Acetylleucine"
"ME105423","N-Acetyl-L-phenylalanine_1","ME105423","N-Acetylphenylalanine"
"ME105424","N-Acetyl-L-phenylalanine_2","ME105424","N-Acetylphenylalanine"
"ME105425","N-Acetylmethionine_1","ME105425","N-Acetylmethionine"
"ME105426","N-Acetylmethionine_2","ME105426","N-Acetylmethionine"
"ME105427","N-Acetylmuramic acid 6-phosphate","ME105427","N-Acetylmuramic acid 6-phosphate"
"ME105428","N-ACETYLNEURAMINATE","ME105428","N-Acetylneuraminic acid"
"ME105429","N-Acetylornithine_1","ME105429","N-Acetylornithine"
"ME105430","N-Acetylornithine_2","ME105430","N-Acetylornithine"
"ME105376","N-(Acetyloxy)benzenamine_1","ME105376","N-(Acetyloxy)benzenamine"
"ME105377","N-(Acetyloxy)benzenamine_2","ME105377","N-(Acetyloxy)benzenamine"
"ME105378","N-(Acetyloxy)benzenamine_3","ME105378","N-(Acetyloxy)benzenamine"
"ME105379","N-(Acetyloxy)benzenamine_4","ME105379","N-(Acetyloxy)benzenamine"
"ME105431","N-ACETYLPUTRESCINE","ME105431","N-Acetylputrescine"
"ME105380","N(alpha)-Benzyloxycarbonyl-L-leucine_1","ME105380","N-Benzyloxycarbonyl-L-leucine"
"ME105381","N(alpha)-Benzyloxycarbonyl-L-leucine_2","ME105381","N-Benzyloxycarbonyl-L-leucine"
"ME105432","N-Amidino-L-glutamate","ME105432","alpha-Guanidinoglutaric acid"
"ME105433","Naphthalene-1,2-diol","ME105433","Naphthalene-1,2-diol"
"ME105434","Naringenin","ME105434","Naringenin"
"ME105435","Naringenin 7-O-beta-D-glucoside","ME105435","Naringenin 7-O-beta-D-glucoside"
"ME105436","N-Benzyloxycarbonylglycine","ME105436","N-Benzyloxycarbonylglycine"
"ME105437","NBMPR","ME105437",""
"ME105438","N-Caffeoylputrescine","ME105438","N-Caffeoylputrescine"
"ME105439","N-Carbamoyl-L-aspartate","ME105439","Carbamoylaspartate"
"ME105440","N-Carbamyl-L-glutamate","ME105440","Carglumic acid"
"ME105441","N-Cyclohexylformamide_1","ME105441","N-Cyclohexylformamide"
"ME105442","N-Cyclohexylformamide_2","ME105442","N-Cyclohexylformamide"
"ME105443","N-Cyclopropylammeline","ME105443",""
"ME105444","n-Decanohydroxamic acid_1","ME105444","N-Decanohydroxamic acid"
"ME105445","n-Decanohydroxamic acid_2","ME105445","N-Decanohydroxamic acid"
"ME105446","N-D-Glucosylarylamine_1","ME105446","N-D-Glucosylarylamine"
"ME105447","N-D-Glucosylarylamine_2","ME105447","N-D-Glucosylarylamine"
"ME105448","N-D-Glucosylarylamine_3","ME105448","N-D-Glucosylarylamine"
"ME105449","N-Dimethyl-2-aminoethylphosphonate","ME105449","2-Dimethylaminoethylphosphonic acid"
"ME105450","Nebularine","ME105450","Nebularine"
"ME105451","Neopterin_1","ME105451","Neopterin"
"ME105452","Neopterin_2","ME105452","Neopterin"
"ME105453","Neostigmine bromide","ME105453","Neostigmine bromide"
"ME105454","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","ME105454","N-6-Trimethyllysine"
"ME105455","N-Ethylmaleimide-S-glutathione","ME105455",""
"ME105456","Netilmicin","ME105456","Netilmicin"
"ME105457","Nevirapine_1","ME105457","Nevirapine"
"ME105458","Nevirapine_2","ME105458","Nevirapine"
"ME105459","N-Feruloylglycine","ME105459","N-Feruloylglycine"
"ME105460","N-Formimino-L-aspartate","ME105460","N-Formimidoyl-aspartic acid"
"ME105461","N-Formimino-L-glutamate","ME105461","Formiminoglutamic acid"
"ME105462","N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine","ME105462",""
"ME105463","N-Formyl-L-aspartate","ME105463","N-Formyl-aspartic acid"
"ME105464","N-Formylmethionine_1","ME105464","N-Formylmethionine"
"ME105465","N-Formylmethionine_2","ME105465","N-Formylmethionine"
"ME105466","N-Guanylhistamine","ME105466",""
"ME105467","N-Heptanoylhomoserine lactone","ME105467","N-Heptanoyl-homoserine lactone"
"ME105468","N-Hydroxy-4-aminobiphenyl","ME105468","N-Hydroxy-4-aminobiphenyl"
"ME105469","N-Hydroxy-L-valine","ME105469","N-Hydroxy-valine"
"ME105470","Nicarbazin","ME105470",""
"ME105471","Nicotianamine","ME105471","(R,S,S)-Nicotianamine"
"ME105472","Nicotinamide","ME105472","Niacinamide"
"ME105473","Nicotine","ME105473","Nicotine"
"ME105474","Nicotinurate","ME105474","Nicotinuric acid"
"ME105475","Nicotyrine_1","ME105475","Nicotyrine"
"ME105476","Nicotyrine_2","ME105476","Nicotyrine"
"ME105477","Nifedipine","ME105477","Nifedipine"
"ME105478","Nifuradene","ME105478",""
"ME105479","Nifurthiazole","ME105479",""
"ME105480","N-Isopropylammelide_1","ME105480","N-Isopropylammelide"
"ME105481","N-Isopropylammelide_2","ME105481","N-Isopropylammelide"
"ME105482","N-Isopropylammelide_3","ME105482","N-Isopropylammelide"
"ME105483","N-Isopropylammelide_4","ME105483","N-Isopropylammelide"
"ME105484","Nithiazide","ME105484",""
"ME105485","Nitralin","ME105485",""
"ME105486","Nitramine","ME105486","N-Methyl-N-picrylnitramine"
"ME105487","Nitrovin","ME105487",""
"ME105382","N-(L-Arginino)succinate","ME105382","Argininosuccinic acid"
"ME105489","N-Methyl-2-pyrrolidinone_1","ME105489","2-Pyrrolidinone"
"ME105490","N-Methyl-2-pyrrolidinone_2","ME105490","2-Pyrrolidinone"
"ME105491","N-Methylaniline","ME105491","N-Methylaniline"
"ME105492","N-Methylethanolamine phosphate","ME105492","N-Methylethanolamine phosphate"
"ME105493","N-Methylhexanamide_1","ME105493","N-Methyl hexanamide"
"ME105494","N-Methylhexanamide_2","ME105494","N-Methyl hexanamide"
"ME105495","N-Methylpelletierine_1","ME105495","Methylisopelletierine"
"ME105496","N-Methylpelletierine_2","ME105496","Methylisopelletierine"
"ME105488","N-Methyl-(R,S)-tetrahydrobenzylisoquinoline","ME105488",""
"ME105497","N-Methyltryptamine","ME105497","N-Methyltryptamine"
"ME105498","N-Monomethyl-2-aminoethylphosphonate","ME105498",""
"ME105385","N,N-Dihydroxy-L-tyrosine","ME105385","N,N-Dihydroxy-tyrosine"
"ME105386","N,N'-Dimethylurea","ME105386","N,N-Dimethylurea"
"ME105499","N'-Nitrosoanabasine","ME105499",""
"ME105500","N'-Nitrosoanatabine","ME105500","N-Arachidonoyl taurine"
"ME105501","N-Nitrosodiethylamine","ME105501","N-Nitrosodiethylamine"
"ME105502","N-Nitrosodi-n-butylamine_1","ME105502",""
"ME105503","N-Nitrosodi-n-butylamine_2","ME105503",""
"ME105504","N-Nitrosoguvacoline","ME105504",""
"ME105505","N-Nitrosopiperidine","ME105505",""
"ME105506","N-Nitrosoproline","ME105506","N-Nitrosoproline"
"ME105507","Nona-2,6-dienal","ME105507",""
"ME105508","Nonane-4,6-dione_1","ME105508","Nonane-4,6-dione"
"ME105509","Nonane-4,6-dione_2","ME105509","Nonane-4,6-dione"
"ME105510","Nonanoic acid_1","ME105510","Pelargonic acid"
"ME105511","Nonanoic acid_2","ME105511","Pelargonic acid"
"ME104134","(+)-Norephedrine_1","ME104134","Phenylpropanolamine"
"ME104135","(+)-Norephedrine_2","ME104135","Phenylpropanolamine"
"ME105512","Northienamycin_1","ME105512",""
"ME105513","Northienamycin_2","ME105513",""
"ME105383","N(PAI)-METHYL-L-HISTIDINE","ME105383","3-Methylhistidine"
"ME105384","N(pi)-Methyl-L-histidine","ME105384","3-Methylhistidine"
"ME105368","N-((R)-Pantothenoyl)-L-cysteine_1","ME105368",""
"ME105369","N-((R)-Pantothenoyl)-L-cysteine_2","ME105369",""
"ME105514","N-Succinyl-L-glutamate","ME105514","N2-Succinylglutamate"
"ME105515","N-Succinyl-LL-2,6-diaminoheptanedioate","ME105515","N-Succinyl-L,L-2,6-diaminopimelate"
"ME105516","N-Sulfo-D-glucosamine_1","ME105516","N-Sulfo-glucosamine"
"ME105517","N-Sulfo-D-glucosamine_2","ME105517","N-Sulfo-glucosamine"
"ME105518","N-Trimethyl-2-aminoethylphosphonate_1","ME105518",""
"ME105519","N-Trimethyl-2-aminoethylphosphonate_2","ME105519",""
"ME105520","Nupharamine","ME105520",""
"ME105521","N-Vinyl-2-pyrrolidone_1","ME105521",""
"ME105522","N-Vinyl-2-pyrrolidone_2","ME105522",""
"ME105523","Oblongolide_1","ME105523","Oblongolide"
"ME105524","Oblongolide_2","ME105524","Oblongolide"
"ME105525","O-Butanoylcarnitine","ME105525","CAR 4:0"
"ME105526","O-Carbamoyl-L-serine","ME105526","O-Carbamoyl-serine"
"ME105527","Octylamine","ME105527","Octylamine"
"ME105528","O-Decanoyl-L-carnitine","ME105528","CAR 10:0"
"ME105529","Omethoate","ME105529","Omethoate"
"ME105530","O-Phospho-L-homoserine","ME105530","O-Phosphohomoserine"
"ME105531","O-Propanoylcarnitine_1","ME105531","CAR 3:0"
"ME105532","O-Propanoylcarnitine_2","ME105532","CAR 3:0"
"ME105533","Orcinol_1","ME105533","Orcinol"
"ME105534","Orcinol_2","ME105534","Orcinol"
"ME105535","Orcinol_3","ME105535","Orcinol"
"ME105536","ortho-Anisidine","ME105536",""
"ME105537","Orthophosphate","ME105537","Phosphoric acid"
"ME105538","Oryzalin","ME105538","Oryzalin"
"ME105539","Oseltamivir","ME105539","Oseltamivir"
"ME105540","O-Succinyl-L-homoserine","ME105540","o-Succinylhomoserine"
"ME105541","Otonecine_1","ME105541","Otonecine"
"ME105542","Otonecine_2","ME105542","Otonecine"
"ME105543","Otonecine_3","ME105543","Otonecine"
"ME105544","Oxidized Latia luciferin_1","ME105544","4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone"
"ME105545","Oxidized Latia luciferin_2","ME105545","4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone"
"ME105546","Oxidized Latia luciferin_3","ME105546","4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone"
"ME105547","Oxidized Oplophorus luciferin","ME105547",""
"ME105548","Ozagrel hydrochloride","ME105548",""
"ME105549","p-Aminobenzamidine dihydrochloride","ME105549",""
"ME105550","Panfuran S","ME105550",""
"ME105551","Pantothenate","ME105551","Pantothenic acid"
"ME105552","Pantothenol","ME105552","Pantothenol"
"ME105553","Paramethadione_1","ME105553","Paramethadione"
"ME105554","Paramethadione_2","ME105554","Paramethadione"
"ME105555","Parsonsine","ME105555","Parsonsine"
"ME105556","p-Benzoquinone","ME105556","Quinone"
"ME105557","p-Benzosemiquinone","ME105557",""
"ME105558","p-Cumate_1","ME105558","4-Isopropylbenzoic acid"
"ME105559","p-Cumate_2","ME105559","4-Isopropylbenzoic acid"
"ME105560","p-Cumate_3","ME105560","4-Isopropylbenzoic acid"
"ME105561","p-Cumate_4","ME105561","4-Isopropylbenzoic acid"
"ME105562","p-Cymene_1","ME105562","p-Cymene"
"ME105563","p-Cymene_2","ME105563","p-Cymene"
"ME105564","p-Cymene_3","ME105564","p-Cymene"
"ME105565","Pendimethalin","ME105565","Pendimethalin"
"ME105566","Penicillenic acid_1","ME105566",""
"ME105567","Penicillenic acid_2","ME105567",""
"ME105568","Pentahomomethionine","ME105568","Pentahomomethionine"
"ME105569","Pentalenene","ME105569","Pentalenene"
"ME105570","Pentanoate_1","ME105570","Valeric acid"
"ME105571","Pentanoate_2","ME105571","Valeric acid"
"ME105572","Pentanoate_3","ME105572","Valeric acid"
"ME105573","Pentobarbital_1","ME105573","Pentobarbital"
"ME105574","Pentobarbital_2","ME105574","Pentobarbital"
"ME105575","Phaseollidin","ME105575","Phaseollidin"
"ME105576","Phaseollidin hydrate","ME105576","Phaseollidin hydrate"
"ME105577","Phenacetin_1","ME105577","Phenacetin"
"ME105578","Phenacetin_2","ME105578","Phenacetin"
"ME105579","Phenanthrene-4,5-dicarboxylate","ME105579",""
"ME105580","Phendimetrazine_1","ME105580","Phendimetrazine"
"ME105581","Phendimetrazine_2","ME105581","Phendimetrazine"
"ME105582","Phenmetrazine","ME105582","Phenmetrazine"
"ME105583","Phenol","ME105583","Phenol"
"ME105584","Phenolphthalin","ME105584","Phenolphthalin"
"ME105585","Phensuximide","ME105585","Phensuximide"
"ME105589","Phenylacetaldehyde_1","ME105589","Phenylacetaldehyde"
"ME105590","Phenylacetaldehyde_2","ME105590","Phenylacetaldehyde"
"ME105591","Phenylacetaldehyde_3","ME105591","Phenylacetaldehyde"
"ME105592","Phenylacetaldehyde_4","ME105592","Phenylacetaldehyde"
"ME105586","Phenyl acetate_1","ME105586","Phenyl acetate"
"ME105587","Phenyl acetate_2","ME105587","Phenyl acetate"
"ME105588","Phenyl acetate_3","ME105588","Phenyl acetate"
"ME105593","Phenylacetylglutamine","ME105593","alpha-N-Phenylacetylglutamine"
"ME105594","Phenylamil","ME105594","Phenamil"
"ME105595","Phenylethyl alcohol_1","ME105595","2-Phenylethanol"
"ME105596","Phenylethyl alcohol_2","ME105596","2-Phenylethanol"
"ME105597","Phenylethyl alcohol_3","ME105597","2-Phenylethanol"
"ME105598","Phenylpyruvate_1","ME105598","Phenylpyruvic acid"
"ME105599","Phenylpyruvate_2","ME105599","Phenylpyruvic acid"
"ME105600","Phenylpyruvate_3","ME105600","Phenylpyruvic acid"
"ME105601","Phosphamidon","ME105601",""
"ME105602","Phosphoagmatine","ME105602",""
"ME105603","PHOSPHOCHOLINE","ME105603","Choline phosphate"
"ME105604","Phosphocreatine_1","ME105604","Phosphocreatine"
"ME105605","Phosphocreatine_2","ME105605","Phosphocreatine"
"ME105606","Phosphoenolpyruvate","ME105606","Phosphoenolpyruvic acid"
"ME105607","Photinus luciferin","ME105607","Photinus luciferin"
"ME105608","Phthalate_1","ME105608","Phthalic acid"
"ME105609","Phthalate_2","ME105609","Phthalic acid"
"ME105610","p-Hydroxyphenylacetothiohydroximate_1","ME105610",""
"ME105611","p-Hydroxyphenylacetothiohydroximate_2","ME105611",""
"ME105612","Phytuberin","ME105612","Phytuberin"
"ME105613","Piceatannol","ME105613","Piceatannol"
"ME105614","Pilocarpine","ME105614","Pilocarpine"
"ME105615","Pimelate_1","ME105615","Pimelic acid"
"ME105616","Pimelate_2","ME105616","Pimelic acid"
"ME105617","Pimelate_3","ME105617","Pimelic acid"
"ME105618","Pimelate_4","ME105618","Pimelic acid"
"ME105619","Pimelate_5","ME105619","Pimelic acid"
"ME105620","Pimelate_6","ME105620","Pimelic acid"
"ME105621","Pimozide","ME105621","Pimozide"
"ME105622","PIPECOLATE","ME105622","Pipecolic acid"
"ME105623","Piperazine adipate","ME105623",""
"ME105624","Piperidione_1","ME105624","Piperidione"
"ME105625","Piperidione_2","ME105625","Piperidione"
"ME105626","Pirbuterol","ME105626","Pirbuterol"
"ME105627","Podocarpic acid","ME105627","Podocarpic acid"
"ME105628","Podophyllotoxone","ME105628","Podophyllotoxone"
"ME105629","Polysulfide","ME105629",""
"ME105630","Porphobilinogen_1","ME105630","Porphobilinogen"
"ME105631","Porphobilinogen_2","ME105631","Porphobilinogen"
"ME105632","Potassium dibasic phosphate","ME105632",""
"ME105633","Potassium sulfate","ME105633","Sulfate"
"ME105634","Precocene II_1","ME105634","Precocene II"
"ME105635","Precocene II_2","ME105635","Precocene II"
"ME105636","Pregnan-21-al","ME105636","Pregnan-21-al"
"ME105637","Pregnenolone","ME105637","Pregnenolone"
"ME105638","Prenyl caffeate","ME105638","Prenyl caffeate"
"ME105639","Procarbazine","ME105639","Procarbazine"
"ME105640","Proclavaminic acid_1","ME105640","Proclavaminic acid"
"ME105641","Proclavaminic acid_2","ME105641","Proclavaminic acid"
"ME105642","Progesterone","ME105642","Progesterone"
"ME105643","Proglinazine","ME105643",""
"ME105644","Promacyl","ME105644",""
"ME105645","Propane-1,2-diol","ME105645","Propylene glycol"
"ME105646","Propanoate_1","ME105646","Propionic acid"
"ME105647","Propanoate_2","ME105647","Propionic acid"
"ME105648","Propiomazine","ME105648","Propiomazine"
"ME105649","Propofol","ME105649","Propofol"
"ME105650","Propyl cinnamate_1","ME105650","Propyl cinnamate"
"ME105651","Propyl cinnamate_2","ME105651","Propyl cinnamate"
"ME105652","Propynoate","ME105652","Propynoic acid"
"ME105653","Prosulfocarb","ME105653",""
"ME105654","Prosulfuron","ME105654","Prosulfuron"
"ME105655","Prothiocarb","ME105655",""
"ME105656","Protopine","ME105656","Protopine"
"ME105657","Protoporphyrinogen IX","ME105657","Protoporphyrinogen IX"
"ME105658","Pseudopelletierine","ME105658","psi-Pelletierine"
"ME105659","Psicofuranine_1","ME105659","Angustmycin C"
"ME105660","Psicofuranine_2","ME105660","Angustmycin C"
"ME105661","Pterin","ME105661","Pterin"
"ME105662","Pulcherriminic acid","ME105662","Pulcherriminic acid"
"ME105663","PUTRESCINE","ME105663","Putrescine"
"ME105664","p-Xylene_1","ME105664","p-Xylene"
"ME105665","p-Xylene_2","ME105665","p-Xylene"
"ME105666","p-Xylene_3","ME105666","p-Xylene"
"ME105667","Pymetrozine","ME105667","Pymetrozine"
"ME105668","Pyocyanine","ME105668",""
"ME105669","Pyrazinamide","ME105669","Pyrazinamide"
"ME105670","Pyrazinoic acid","ME105670","Pyrazine-2-carboxylic ccid"
"ME105671","Pyridine","ME105671","Pyridine"
"ME105673","Pyridoxal","ME105673","Pyridoxal"
"ME105672","PYRIDOXAL","ME105672","Pyridoxal"
"ME105674","Pyridoxamine","ME105674","Pyridoxamine"
"ME105675","Pyridoxine_1","ME105675","Pyridoxine"
"ME105676","Pyridoxine_2","ME105676","Pyridoxine"
"ME105677","Pyridoxine_3","ME105677","Pyridoxine"
"ME105678","Pyruvate_1","ME105678","Pyruvic acid"
"ME105679","Pyruvate_2","ME105679","Pyruvic acid"
"ME105680","Pyruvate oxime","ME105680",""
"ME105681","Quercitrin","ME105681","Quercitrin"
"ME105682","Quinolinate","ME105682","Quinolinic acid"
"ME104161","(R)-2,3-Dihydroxypropane-1-sulfonate","ME104161","(2R)-3-sulfopropanediol"
"ME104162","(R)-2-Hydroxybutane-1,2,4-tricarboxylate_1","ME104162","Homocitric acid"
"ME104163","(R)-2-Hydroxybutane-1,2,4-tricarboxylate_2","ME104163","Homocitric acid"
"ME105683","Radium-226","ME105683",""
"ME105684","Reduced FMN","ME105684","FMNH"
"ME105685","Resveratrol_1","ME105685","Resveratrol"
"ME105686","Resveratrol_2","ME105686","Resveratrol"
"ME105687","Retinoate","ME105687","Retinoic acid"
"ME105688","Retinol","ME105688","Retinol"
"ME105689","Retronecine_1","ME105689","Retronecine"
"ME105690","Retronecine_2","ME105690","Retronecine"
"ME105691","Retronecine_3","ME105691","Retronecine"
"ME105692","Rhein","ME105692","Rhein"
"ME105693","Rhododendrin","ME105693","Rhododendrin"
"ME104158","(R)-(Homo)2-citrate","ME104158",""
"ME104159","(R)-(Homo)3-citrate_1","ME104159",""
"ME104160","(R)-(Homo)3-citrate_2","ME104160",""
"ME105694","Riboflavin","ME105694","Riboflavin"
"ME105695","Ricinine","ME105695","Ricinine"
"ME105696","Rilmenidine","ME105696","Rilmenidine"
"ME105697","Ripazepam","ME105697",""
"ME105698","Rishitin","ME105698","Rishitin"
"ME104164","(R)-Mevalonate_1","ME104164","Mevalonic acid"
"ME104165","(R)-Mevalonate_2","ME104165","Mevalonic acid"
"ME104166","(R)-Mevalonate_3","ME104166","Mevalonic acid"
"ME105699","Robustaol A","ME105699","Robustaol A"
"ME105700","Ruscopine","ME105700","Ruscopine"
"ME104167","(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate","ME104167","(S)-1-Piperideine-6-carboxylic acid"
"ME105701","S-(2-Chloroacetyl)glutathione","ME105701",""
"ME104168","(S)-2-Chloropropanoate","ME104168",""
"ME105702","S-(2-Hydroxyethyl)-N-acetyl-L-cysteine","ME105702","N-Acetyl-S- (2-hydroxyethyl)-cysteine"
"ME105703","S-(2-Methylpropanoyl)-dihydrolipoamide","ME105703","S-(2-Methylpropionyl)-dihydrolipoamide-E"
"ME104169","(S)-6-Hydroxynicotine_1","ME104169","(S)-6-Hydroxynicotine"
"ME104170","(S)-6-Hydroxynicotine_2","ME104170","(S)-6-Hydroxynicotine"
"ME105708","S-Acetyldihydrolipoamide","ME105708","S-Acetyldihydrolipoamide"
"ME105709","S-Acetylphosphopantetheine_1","ME105709","S-Acetylphosphopantetheine"
"ME105710","S-Acetylphosphopantetheine_2","ME105710","S-Acetylphosphopantetheine"
"ME105711","S-Adenosyl-L-homocysteine","ME105711","S-Adenosylhomocysteine"
"ME105712","Sakuranin","ME105712","Sakuranin"
"ME105713","S-Allyl-L-cysteine_1","ME105713","S-Allylcysteine"
"ME105714","S-Allyl-L-cysteine_2","ME105714","S-Allylcysteine"
"ME104171","(S)-ATPA_1","ME104171","(S)-ATPA"
"ME104172","(S)-ATPA_2","ME104172","(S)-ATPA"
"ME105715","Savinin","ME105715","Savinin"
"ME104173","(S)-beta-Methylindolepyruvate","ME104173",""
"ME105716","Scopoletin_1","ME105716","Scopoletin"
"ME105717","Scopoletin_2","ME105717","Scopoletin"
"ME105718","Scorpioidin","ME105718","Scorpioidin"
"ME105719","Scytalone_1","ME105719","Scytalone"
"ME105720","Scytalone_2","ME105720","Scytalone"
"ME105721","Scytalone_3","ME105721","Scytalone"
"ME104174","(S)-Dihydroorotate","ME104174","4,5-Dihydroorotic acid"
"ME105722","Sebacic acid_1","ME105722","Sebacic acid"
"ME105723","Sebacic acid_2","ME105723","Sebacic acid"
"ME105724","Semicarbazide hydrochloride","ME105724","Semicarbazide"
"ME105725","Sepiapterin","ME105725","Sepiapterin"
"ME105726","Sergeolide","ME105726","Sergeolide"
"ME105727","Serotonin","ME105727","Serotonin"
"ME105728","Shikimate_1","ME105728","Shikimic acid"
